Blog	jpg	background	img	a	b	c	d	e	f	g	h	i	j	k	l	business	m	n	o	dont	p	q	r	s	t	u	v	w	x	y	z	next	get	pages	strong	about	solid	first	mark	gif	blogspot	want	ffffff	htm	gov	into	code	class	float	white	makes	https	can	allowscriptaccess	true	block	home	files	feedflare	amazon	blogs	more	who	object	why	status	apple	life	via	span	amp	tag	post	asp	videos	making	link	future	media	best	utf	style	param	utm	itunes	top	ref	rel	wikipedia	than	that	left	center	two	src	feedburner	icon	this	wants	iframe	stories	rss	sglipbpwu	off	wiki	small	border	internet	data	net	new	feed	one	pub	index	search	embed	bb	bc	be	world	org	game	br	shockwave	by	campaign	da	dc	de	df	di	do	fa	ff	twitter	not	now	against	height	york	hl	week	li	photo	view	ly	content	show	no	text	july	blockquote	pp	px	value	re	size	th	to	tv	over	articles	za	flash	online	page	has	shows	download	html	make	store	story	posts	release	both	news	href	facebook	its	how	music	down	photos	doubleclick	edu	blog	name	people	archives	day	million	for	user	right	div	width	watch	yil	video	products	could	you	target	web	ads	network	font	player	all	alt	padding	and	assets	medium	gallery	iphone	but	app	like	article	are	play	ismap	www	application	work	the	say	feedads	set	none	google	images	allowfullscreen	plus	time	file	auoc	full	feeds	title	pdf	display	php	what	click	users	movie	when	comments	free	png	will	align	series	frameborder	power	color	man	with	ab	ac	ad	ae	an	as	at	ca	from	cc	ce	cf	image	co	press	ea	em	en	report	nytimes	out	youtube	go	coming	id	ie	if	in	is	it	yahoo	your	clear	me	apps	margin	my	of	source	key	ol	on	or	type	always	flickr	ss	case	uk	ul	up	us	we	wp	social	have	blank	decoration
They may not be deep thoughts, but they're the only thoughts I've got.	10	0	7	83	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	122	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	2	0	0	0	0	0	0	0	1	6	0	0	2	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	1	0	0	0	0	0	0	0	7	0	0	0	0	0	0	1	0	0	4	0	0	13	0	0	0	0	0	0	0	0	0	1	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	5	0	2	0	0	0	0	0	0	0	0	0	1	0	0	0	5	0	0	0	0	2	0	0	0	1	0	0	0	0	0	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	41	0	0	0	0	0	2	0	0	3	0	0	1	0	0	1	0	6	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	24	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	1	0	0	6	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	6	0	0	0	0	0	0	1	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
Recommended by 4 out of 5 people that recommend things.	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
The past 24 hours of MetaFilter	0	0	50	381	2	6	50	9	6	5	1	29	0	2	0	0	6	3	0	1	3	0	2	8	5	2	21	10	0	3	0	0	0	1	0	1	0	0	0	0	7	0	0	2	1	0	0	25	0	0	1	1	0	0	0	0	0	0	25	1	3	1	2	0	1	0	1	0	0	0	0	1	1	0	0	3	0	0	2	1	0	0	0	0	1	0	0	0	6	0	0	0	1	0	25	50	0	0	0	0	0	0	0	0	7	20	25	0	0	3	0	0	0	0	1	3	0	1	0	2	2	30	3	52	0	0	0	0	0	5	0	0	1	0	50	1	1	0	0	0	0	0	0	0	0	0	0	4	1	2	0	3	6	2	2	1	0	0	0	5	3	0	1	0	0	0	1	0	1	0	18	0	0	4	1	1	0	17	171	0	2	2	1	0	0	0	7	1	0	0	0	1	0	4	2	0	50	0	22	0	4	0	0	3	0	0	0	0	0	1	2	0	0	5	0	0	0	0	1	1	0	3	3	1	0	93	0	0	14	7	0	0	0	0	1	0	0	3	0	0	1	50	0	2	0	4	1	0	0	0	1	0	0	0	1	0	1	0	1	0	1	2	0	0	0	0	0	1	1	0	3	0	0	0	0	0	2	0	33	6	0	0	0	23	0	0	1	0	0	9	1	3	2	1	0	0	0	0	0	5	0	0	0	2	3	0	0	0	0	1	1	0	1	1	0	2	0	0	0	0
Evolution, development, and random biological ejaculations from a godless liberal	0	0	19	87	0	0	0	0	0	0	0	19	0	0	1	0	2	1	0	0	117	0	15	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	27	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	2	0	8	0	25	15	0	3	0	12	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	6	0	0	0	0	8	0	4	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	25	0	0	0	10	0	0	0	1	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	6	0	0	0	0	0	0	3	43	0	0	3	0	0	1	0	0	0	1	0	0	0	0	0	0	0	20	25	0	0	1	0	0	1	0	0	0	1	0	0	0	4	0	4	0	0	0	0	0	0	0	0	1	0	0	16	0	0	13	0	0	0	0	0	0	6	0	0	0	0	0	15	0	1	0	20	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	2	0	1	0	2	0	0	0	0	0	0	0	1	0	0	0	0	6	0	0	0	0	0	3	0	2	1	0	0	1	0	0	0	2	0	0	2	2	0	0	1	0	1	1	0	0	0	0	0	0	0	1	0	0
"cartoons drawn on the back of business cards"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
the mark cuban weblog	0	0	10	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	50	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BloggersBlog.com reports on blogging news and trends.
	22	0	491	1255	19	19	91	16	19	155	0	124	4	117	19	0	4	4	12	0	97	19	36	11	6	18	30	27	17	10	14	4	1	39	0	3	0	0	0	1	0	1	1	0	0	0	0	37	0	0	0	2	3	15	94	0	0	0	36	2	4	3	1	16	0	2	0	0	0	0	20	0	1	1	0	0	0	0	4	1	0	0	45	0	0	0	0	6	0	1	2	0	26	0	284	324	0	0	0	0	0	0	0	0	0	0	216	2	2	152	2	0	1	0	3	2	20	0	4	3	0	0	0	291	10	0	0	72	0	0	2	72	0	0	288	73	0	2	0	52	0	6	0	6	0	2	0	1	7	0	1	0	10	0	0	32	1	5	0	10	1	0	0	72	9	0	0	5	0	3	11	0	0	1	0	0	0	4	474	48	0	0	0	2	3	144	0	80	35	1	1	1	4	1	1	19	72	52	2	72	3	0	0	0	0	1	1	3	11	2	1	17	0	9	0	3	0	0	0	0	1	1	0	1	72	217	9	0	11	4	144	0	0	3	0	14	0	0	0	72	0	324	2	0	0	2	2	0	2	8	0	1	0	0	0	19	1	0	0	3	1	0	0	0	0	2	0	2	0	0	1	4	4	2	1	4	0	0	0	8	1	0	0	10	1	2	13	0	0	6	0	2	7	1	0	0	0	0	3	2	0	0	0	4	0	10	15	6	0	0	4	2	0	11	1	0	1	0	0	0
Latest News	10	0	260	370	31	21	40	0	40	11	0	91	10	10	0	0	0	10	0	0	22	0	20	11	0	0	50	0	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	140	140	0	0	0	0	0	0	40	0	0	0	120	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	240	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	40	0	0	0	0	0	0	0	0	0	0	0	0	0	0	120	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	40	20	0	40	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	40	0	260	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Easily digestible tech news...	1	0	183	552	26	80	74	56	44	7	4	99	3	0	1	3	2	2	21	0	91	7	22	87	2	48	2	3	0	0	0	0	0	0	0	0	0	10	0	20	0	0	0	3	2	2	20	22	0	0	0	3	0	0	0	0	4	0	20	0	1	1	6	0	4	1	4	1	0	0	0	1	1	2	0	3	0	0	0	0	2	100	0	3	1	1	0	0	2	0	8	0	6	1	123	61	0	5	3	0	0	42	0	1	2	0	120	5	0	3	4	102	5	20	2	0	0	2	2	4	2	12	4	160	0	1	1	6	0	4	0	0	0	6	80	8	10	0	1	60	0	2	0	36	0	0	8	2	0	7	0	0	38	0	0	0	0	0	0	52	0	4	97	0	0	0	0	0	0	0	16	3	0	1	0	0	80	10	234	0	3	2	7	6	1	0	0	23	0	1	2	0	3	2	0	0	40	62	2	0	1	0	1	0	38	0	40	0	0	0	8	60	0	3	0	1	0	0	0	0	0	5	2	0	0	147	0	0	6	1	0	0	40	9	0	0	0	0	1	0	2	100	17	1	40	2	3	20	4	0	0	20	3	2	0	0	0	0	0	0	0	6	4	8	4	2	0	3	0	4	0	2	2	4	0	3	0	2	2	8	4	2	2	2	9	0	3	2	4	4	13	4	0	0	80	6	0	0	0	2	1	20	0	4	0	0	0	0	0	3	7	6	0	3	1	2	0	2	38	0
As if you don't waste enough of your time in a gamer's haze, here's Kotaku: a gamer's guide that goes beyond the press release. Gossip, cheats, criticism, design, nostalgia, prediction. Don't get a life just yet.	35	72	396	799	225	7	167	8	87	14	80	109	7	10	1	14	19	25	14	2	13	7	61	47	11	12	92	18	14	13	6	7	0	0	4	40	72	7	0	1	0	7	36	0	0	0	0	121	40	72	0	0	7	0	0	36	0	9	40	0	0	51	0	0	0	0	0	14	0	162	8	2	1	0	13	0	0	0	2	0	0	298	0	0	0	0	0	0	1	7	7	47	0	8	236	200	9	35	14	0	0	0	80	0	1	36	268	0	0	0	14	0	3	0	0	0	0	0	0	1	16	1	27	40	0	8	7	0	0	1	0	0	7	0	320	0	9	8	7	112	0	0	21	0	0	0	0	0	7	0	117	15	0	36	364	0	7	45	0	279	0	0	0	80	0	0	0	8	7	1	0	7	8	1	0	0	47	1	298	0	8	28	4	0	0	0	0	1	0	0	0	1	0	36	0	78	304	184	10	80	16	0	7	43	0	0	0	0	38	0	9	36	112	39	36	0	6	0	7	1	3	0	22	18	0	10	0	0	170	0	0	0	72	0	36	0	0	3	1	80	360	360	148	0	36	3	10	184	0	1	1	1	16	0	9	38	7	0	0	216	2	15	0	0	0	0	8	0	0	0	7	0	0	0	36	7	1	7	298	2	0	1	1	0	0	2	2	1	1	44	32	7	0	5	40	3	7	0	0	79	0	0	0	8	0	0	0	0	0	0	0	0	9	15	7	6	0	7	0	36
Make Money Online	0	0	20	122	0	0	1	6	0	0	0	2	0	0	0	1	1	0	0	0	80	0	0	0	0	0	0	0	40	0	0	2	0	0	0	0	0	0	0	40	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	60	0	0	0	0	0	0	0	0	0	0	20	0	0	0	1	0	1	0	0	1	0	0	0	0	0	60	0	0	1	0	0	0	0	0	0	1	0	0	0	20	0	0	20	0	0	0	0	0	1	0	0	0	1	0	0	20	0	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0	2	0	0	10	0	0	0	0	0	0	0	0	0	0	20	0	0	0	1	0	0	0	60	0	0	1	0	0	0	0	0	4	0	0	20	0	0	2	0	0	0	20	0	0	0	0	0	3	0	0	0	0	0	0	0	20	0	4	0	20	0	0	0	0	1	0	1	0	0	80	0	0	11	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	1	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	3	1	0	7	0	0	0	0	0	4	20	0	0	2	0	0	0	0	0	0	0	0	0	0	0	20	0	1	0	0
DIY projects, how-tos, and inspiration from the workshops and minds of geeks, makers, and hackers @ the Make: Magazine blog	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
State of the Nation	35	0	392	818	220	29	63	9	108	218	108	93	7	28	4	0	10	10	24	0	751	11	78	27	9	5	8	21	22	22	9	0	2	1	40	3	0	1	1	5	1	1	0	1	5	1	0	106	0	1	1	4	0	4	106	0	0	0	50	0	15	2	1	4	0	2	0	0	15	0	58	0	4	1	0	0	0	1	3	0	0	2	8	6	0	2	3	1	3	1	2	0	4	2	251	102	0	0	1	14	6	3	0	0	2	4	151	1	0	201	4	5	3	0	154	1	9	2	2	3	1	28	2	182	2	4	4	101	2	0	0	101	1	2	100	2	4	2	3	98	3	0	2	100	0	2	1	9	0	1	0	1	212	0	2	8	4	2	1	18	2	3	2	0	2	1	6	1	1	1	53	0	0	40	0	6	0	26	371	0	2	1	0	1	2	200	3	22	9	1	2	0	2	14	38	7	236	100	2	0	1	0	2	1	3	0	0	0	0	0	2	39	0	12	0	2	0	0	2	0	0	12	2	0	100	142	2	1	28	1	200	1	1	0	46	11	0	2	0	0	0	150	8	22	0	10	2	0	0	2	0	0	0	5	6	1	0	7	0	2	0	4	0	2	1	0	0	3	205	0	3	0	1	0	0	2	2	1	36	5	3	11	1	8	2	0	15	0	2	19	5	1	0	1	0	1	0	0	6	10	2	0	2	11	1	2	4	1	0	3	1	16	2	10	9	10	2	1	3	0
Roger Johansson is a web professional specialising in web standards, accessibility, and usability.	2	0	132	300	0	8	20	0	24	60	7	67	0	7	0	0	4	7	18	0	146	8	12	0	0	32	6	3	7	0	0	0	0	1	6	0	0	0	0	0	0	0	0	0	0	0	21	23	0	0	0	0	1	0	20	0	0	0	10	0	0	0	0	0	0	1	0	1	0	0	0	21	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	21	1	0	1	0	0	0	72	90	0	0	0	0	0	0	0	0	1	0	60	0	0	41	0	0	0	0	0	0	0	0	0	1	0	4	0	10	0	0	0	20	0	0	0	20	1	0	80	1	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	9	0	0	0	0	0	0	0	110	0	0	1	0	0	0	40	0	0	0	0	0	0	0	1	2	1	20	10	0	0	0	1	0	0	0	7	0	0	0	0	1	2	0	2	0	0	0	0	0	0	0	0	0	0	20	47	0	0	1	0	40	0	0	0	0	0	0	0	0	0	0	90	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	2	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0
Searching for world-changing technology	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Thoughts on the intersection of search, media, technology, and more.	0	0	75	96	64	40	30	28	34	0	0	0	0	0	0	45	0	30	0	0	45	0	0	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	75	0	0	0	0	0	0	0	0	0	0	0	0	60	0	0	0	0	0	0	30	0	0	0	0	75	0	0	30	0	0	0	15	0	0	0	2	2	4	0	0	0	30	0	0	0	2	2	2	2	0	0	0	2	0	0	0	0	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	60	0	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	30	0	0	0	0	0	0	15	0	30	0	0	0	0	60	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	30	0	0	0	0	0	0	0	0	0	0	0	30	30	15	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	60	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0
Gawker posts tagged Valleywag	41	80	40	347	241	6	2	10	8	0	0	0	0	0	0	7	1	0	0	2	0	0	1	26	29	0	0	3	0	0	0	0	1	0	0	54	80	0	22	0	0	8	40	0	0	0	0	88	40	80	8	1	0	0	0	40	1	0	0	7	3	53	7	0	21	0	0	1	2	164	12	1	0	0	0	0	1	3	0	0	0	320	0	0	0	0	0	0	0	0	14	40	0	7	40	0	2	0	7	0	0	0	0	7	0	40	120	16	0	7	21	0	0	0	1	1	0	0	1	0	1	0	0	40	0	0	0	0	0	0	0	0	0	0	0	29	1	0	0	80	0	0	7	0	0	0	0	0	0	0	128	0	0	40	400	0	0	40	0	249	0	7	0	0	0	9	2	7	0	0	6	7	2	1	10	0	40	5	159	63	0	14	0	0	7	0	0	1	0	14	0	0	1	35	0	80	240	160	0	0	0	0	2	42	0	0	0	7	40	0	1	40	120	9	41	0	0	8	1	14	0	4	7	2	0	18	0	7	61	0	0	1	80	35	41	0	0	0	0	0	0	0	170	0	40	1	14	210	0	0	0	1	0	0	1	40	0	0	0	240	0	19	0	0	0	0	0	21	19	0	7	0	1	0	40	15	0	0	32	1	0	0	0	0	14	0	1	0	0	21	54	0	0	14	40	0	7	0	0	39	0	0	0	15	0	0	0	0	0	7	1	0	12	1	0	0	1	1	0	40
TechCrunch is a group-edited blog that profiles the companies, products and events defining and transforming the new web.	8	0	50	146	26	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	2	2	1	2	0	1	0	0	0	0	0	2	3	0	1	1	25	0	0	0	3	3	0	0	9	0	0	1	1	0	0	0	0	0	27	0	1	2	0	0	0	3	1	3	1	0	0	125	5	26	1	0	0	0	0	0	0	1	0	0	3	1	0	26	0	1	0	0	0	0	0	50	0	0	0	0	0	0	0	0	0	1	0	25	0	3	4	1	26	2	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	2	2	1	0	25	1	0	0	0	0	0	0	3	2	0	0	0	2	0	0	0	0	1	1	3	1	0	0	0	0	1	0	0	0	0	3	0	1	0	0	0	0	0	73	13	0	0	0	0	0	0	0	26	0	0	3	0	2	9	0	0	0	25	0	0	1	0	0	1	1	0	0	4	0	0	0	36	0	1	0	1	0	0	0	2	0	1	1	0	0	31	0	0	5	0	0	0	0	6	0	0	1	0	0	0	1	0	1	0	0	0	0	0	1	0	0	0	0	14	0	0	1	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	1	0	0	0	6	1	1	0	0	1	0	0	1	1	0	3	4	0	1	0	0	2	1	0	0	1	1	0	0	2	0	0	0	0	0	0	0	0	0	2	0	5	3	0	0	0
A feed of all posts across all blogs in the ScienceBlogs network.	16	0	272	1076	50	15	20	7	8	226	13	82	8	14	4	1	24	5	11	4	594	13	59	17	9	25	13	10	19	17	11	0	0	0	6	5	50	2	0	5	7	0	0	0	0	1	0	56	2	0	0	2	0	0	101	6	0	0	0	2	7	1	0	0	5	5	0	0	3	0	1	0	2	0	0	18	7	1	2	1	0	60	0	206	0	155	1	1	9	1	2	7	35	3	179	50	0	4	1	14	2	77	0	2	11	0	151	4	0	202	2	0	4	0	1	0	7	1	0	0	0	27	0	100	0	3	0	100	0	5	0	100	1	1	0	3	7	0	0	84	0	0	0	26	3	0	4	2	0	37	8	3	32	4	168	0	0	0	7	3	1	0	1	0	0	0	2	9	0	0	22	0	0	3	1	0	0	8	427	3	2	10	1	0	3	200	2	5	1	19	0	1	0	13	2	3	54	84	3	0	2	0	0	4	13	0	0	1	0	1	1	22	50	17	15	78	0	0	2	0	0	3	3	0	100	109	0	0	37	0	200	0	1	12	2	7	4	3	0	0	0	50	0	1	6	111	4	0	0	0	0	0	2	12	1	7	0	7	1	0	0	3	0	3	0	0	3	0	6	0	1	0	0	0	8	5	0	4	119	10	0	2	0	14	0	0	1	0	0	16	16	4	1	3	0	2	0	58	1	33	128	0	2	10	1	0	1	1	1	1	0	6	0	1	4	0	1	1	13	0
